Table,DMStat,DMRisk,DMBMI,DMAge,F_RIDRETH3,RIDRETH3,F_RIAGENDR,RIAGENDR,Frequency,WgtFreq,StdDev,Percent,StdErr,_SkipLine
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Mexican American,Mexican American,Female,Female,10,162163,92039,3.5465,2.2732,
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Mexican American,Mexican American,Total,,17,348408,130644,7.6197,2.8819,1
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Other Hispanic,Other Hispanic,Male,Male,5,107209,58511,2.3447,1.3283,-
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Other Hispanic,Other Hispanic,Female,Female,4,61596,21065,1.3471,0.6505,
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Other Hispanic,Other Hispanic,Total,,9,168805,73249,3.6917,1.8286,1
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic White,NonHispanic White,Male,Male,16,1683767,703263,36.8238,9.3248,-
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic White,NonHispanic White,Female,Female,15,1398971,348267,30.5954,6.0728,
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic White,NonHispanic White,Total,,31,3082737,880613,67.4192,7.1021,1
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Black,NonHispanic Black,Male,Male,15,340154,111022,7.4391,2.5542,-
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Black,NonHispanic Black,Female,Female,15,363733,104863,7.9548,3.0465,
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Black,NonHispanic Black,Total,,30,703887,133307,15.3940,4.1933,1
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Asian,NonHispanic Asian,Male,Male,5,78497,68529,1.7167,1.5891,-
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Asian,NonHispanic Asian,Female,Female,2,45090,31963,0.9861,0.7678,
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Asian,NonHispanic Asian,Total,,7,123587,75617,2.7028,1.8576,1
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,1,130693,130693,2.8582,2.7942,-
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,1,14374,14374,0.3144,0.3223,
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,2,145066,131481,3.1726,2.8139,1
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Total,,Male,Male,49,2526564,781965,55.2558,7.8278,-
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Total,,Female,Female,47,2045926,300482,44.7442,7.8278,
Table 31 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,55-59,Total,,Total,,96,4572490,888950,100.0000,_,1
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Mexican American,Mexican American,Male,Male,12,107553,47246,3.9405,1.6504,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Mexican American,Mexican American,Female,Female,17,162445,58693,5.9517,2.1791,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Mexican American,Mexican American,Total,,29,269997,99767,9.8922,3.5893,1
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Other Hispanic,Other Hispanic,Male,Male,13,105589,46846,3.8686,1.7659,-
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Other Hispanic,Other Hispanic,Female,Female,6,55493,18563,2.0332,0.7640,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Other Hispanic,Other Hispanic,Total,,19,161083,52121,5.9018,2.0643,1
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic White,NonHispanic White,Male,Male,6,665877,299631,24.3965,9.2032,-
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic White,NonHispanic White,Female,Female,12,1032395,288987,37.8250,8.4504,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic White,NonHispanic White,Total,,18,1698272,419435,62.2214,8.8241,1
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Male,Male,15,187074,49562,6.8540,2.3661,-
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Female,Female,12,273288,87255,10.0128,3.8218,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Total,,27,460363,122932,16.8668,5.7738,1
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Male,Male,2,37184,26427,1.3623,0.9960,-
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Female,Female,1,25657,25657,0.9400,0.9319,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Total,,3,62840,36833,2.3024,1.3697,1
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,1,9396,9396,0.3443,0.3390,-
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,2,67450,53980,2.4712,1.9585,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,3,76846,54792,2.8155,1.9785,1
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Total,,Male,Male,49,1112673,290620,40.7662,8.2106,-
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Total,,Female,Female,50,1616728,277266,59.2338,8.2106,
Table 32 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,60-64,Total,,Total,,99,2729401,359153,100.0000,_,1
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Mexican American,Mexican American,Male,Male,3,28060,16433,0.7689,0.4816,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Mexican American,Mexican American,Female,Female,13,125244,46558,3.4320,1.3242,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Mexican American,Mexican American,Total,,16,153304,57530,4.2009,1.6729,1
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Male,Male,9,88364,37241,2.4214,1.0400,-
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Female,Female,12,98900,33825,2.7101,1.0526,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Total,,21,187264,52829,5.1315,1.6285,1
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Male,Male,13,970039,333453,26.5816,6.5304,-
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Female,Female,17,1653892,381062,45.3209,7.6095,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Total,,30,2623931,560005,71.9025,6.6235,1
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Male,Male,11,145935,46104,3.9990,1.2072,-
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Female,Female,10,221961,93826,6.0823,2.3221,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Total,,21,367895,121953,10.0813,2.9663,1
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Male,Male,4,85006,30833,2.3294,1.1272,-
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Female,Female,2,46935,33222,1.2861,0.9343,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Total,,6,131941,45325,3.6155,1.5907,1
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,2,165138,153445,4.5252,4.1862,-
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,1,19814,19814,0.5430,0.5390,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,3,184952,154719,5.0682,4.2143,1
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Total,,Male,Male,42,1482542,369829,40.6255,7.0275,-
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Total,,Female,Female,55,2166746,398206,59.3745,7.0275,
Table 33 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,At risk,Obese,65-70,Total,,Total,,97,3649288,575392,100.0000,_,1
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Mexican American,Mexican American,Male,Male,11,109015,57477,2.0597,1.0700,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Mexican American,Mexican American,Female,Female,12,159006,84925,3.0042,1.5387,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Mexican American,Mexican American,Total,,23,268022,135044,5.0639,2.4650,1
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Male,Male,7,61852,32051,1.1686,0.6338,-
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Female,Female,13,147726,51839,2.7911,0.9131,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Total,,20,209578,69338,3.9597,1.2871,1
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Male,Male,42,1564352,421923,29.5561,4.8738,-
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Female,Female,41,2552918,512668,48.2336,4.2490,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Total,,83,4117270,848388,77.7898,5.4777,1
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,7,106068,35480,2.0040,0.7865,-
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,19,369146,137785,6.9745,2.9693,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Total,,26,475214,143627,8.9785,3.2784,1
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,2,39023,27777,0.7373,0.5332,-
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,2,40117,28764,0.7580,0.5688,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,4,79140,39986,1.4952,0.8029,1
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,3,143593,83579,2.7130,1.7335,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,3,143593,83579,2.7130,1.7335,1
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Total,,Male,Male,69,1880310,417855,35.5257,4.2890,-
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Total,,Female,Female,90,3412507,512061,64.4743,4.2890,
Table 34 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Obese,Over 70,Total,,Total,,159,5292817,820474,100.0000,_,1
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Male,Male,4,49466,49466,2.8946,2.8563,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Female,Female,1,9461,9461,0.5536,0.5508,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Total,,5,58927,50363,3.4482,2.8989,1
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Male,Male,1,10895,10895,0.6376,0.6371,-
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Female,Female,2,26116,18472,1.5282,1.1712,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Total,,3,37011,21446,2.1657,1.3643,1
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Male,Male,11,401244,121883,23.4793,8.3101,-
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Female,Female,15,905371,294121,52.9788,11.4857,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Total,,26,1306615,249144,76.4580,5.8891,1
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,5,66510,34880,3.8919,2.1928,-
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,3,51899,38139,3.0370,2.1234,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Total,,8,118410,41646,6.9289,2.4507,1
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,3,56200,42700,3.2886,2.3170,-
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,5,113707,60291,6.6537,3.4595,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,8,169907,95059,9.9423,5.2518,1
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,1,18062,18062,1.0569,0.9910,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,1,18062,18062,1.0569,0.9910,1
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Total,,Male,Male,24,584316,147661,34.1919,9.7505,-
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Total,,Female,Female,27,1124615,302880,65.8081,9.7505,
Table 35 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Overwweight,Over 70,Total,,Total,,51,1708931,282441,100.0000,_,1
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Male,Male,0,,,,,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Female,Female,0,,,,,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Total,,0,,,,,1
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Male,Male,0,,,,,-
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Female,Female,0,,,,,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Total,,0,,,,,1
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Male,Male,3,59836,34598,11.0128,8.1585,-
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Female,Female,7,321696,171767,59.2085,18.3921,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Total,,10,381532,162548,70.2213,16.6360,1
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,3,50324,29482,9.2621,4.4080,-
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,0,,,,,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Total,,3,50324,29482,9.2621,4.4080,1
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,1,20557,20557,3.7835,3.2571,-
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,2,41771,29544,7.6880,4.8590,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,3,62328,46624,11.4715,7.3150,1
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,0,,,,,-
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,1,49144,49144,9.0451,7.7866,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,1,49144,49144,9.0451,7.7866,1
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Total,,Male,Male,7,130716,51538,24.0585,9.8603,-
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Total,,Female,Female,10,412612,186794,75.9415,9.8603,
Table 36 of RIDRETH3 * RIAGENDR,Undiagnosed Prediabetes,Not at risk,Healthy,Over 70,Total,,Total,,17,543328,203167,100.0000,_,1
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Mexican American,Mexican American,Male,Male,4,153656,80362,1.8480,0.9463,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Mexican American,Mexican American,Female,Female,27,618315,179011,7.4364,2.1910,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Mexican American,Mexican American,Total,,31,771971,218260,9.2844,2.6272,1
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Other Hispanic,Other Hispanic,Male,Male,12,399686,109370,4.8070,1.5333,-
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Other Hispanic,Other Hispanic,Female,Female,11,253293,106597,3.0463,1.3035,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Other Hispanic,Other Hispanic,Total,,23,652979,207806,7.8533,2.7210,1
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic White,NonHispanic White,Male,Male,34,3411986,696381,41.0356,3.6873,-
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic White,NonHispanic White,Female,Female,23,1833681,620477,22.0535,5.2863,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic White,NonHispanic White,Total,,57,5245667,1192766,63.0891,6.2834,1
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic Black,NonHispanic Black,Male,Male,23,557440,181730,6.7043,2.5891,-
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic Black,NonHispanic Black,Female,Female,25,544152,126256,6.5445,1.9929,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic Black,NonHispanic Black,Total,,48,1101591,238546,13.2487,3.9256,1
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic Asian,NonHispanic Asian,Male,Male,10,207768,77286,2.4988,1.1016,-
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic Asian,NonHispanic Asian,Female,Female,7,155765,46457,1.8734,0.4980,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,NonHispanic Asian,NonHispanic Asian,Total,,17,363534,96944,4.3722,1.3495,1
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,1,103087,103087,1.2398,1.2545,-
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,2,75869,58372,0.9125,0.6515,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,3,178956,118466,2.1523,1.3901,1
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Total,,Male,Male,84,4833623,648239,58.1335,3.6768,-
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Total,,Female,Female,95,3481075,635441,41.8665,3.6768,
Table 37 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,40-44,Total,,Total,,179,8314698,1141619,100.0000,_,1
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Mexican American,Mexican American,Male,Male,8,275731,113232,2.8306,1.2419,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Mexican American,Mexican American,Female,Female,14,323768,103081,3.3238,1.5023,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Mexican American,Mexican American,Total,,22,599498,168898,6.1544,2.3511,1
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Other Hispanic,Other Hispanic,Male,Male,11,376949,98453,3.8697,1.0741,-
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Other Hispanic,Other Hispanic,Female,Female,20,434424,82505,4.4598,1.1195,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Other Hispanic,Other Hispanic,Total,,31,811373,158437,8.3295,1.9827,1
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic White,NonHispanic White,Male,Male,35,4066474,1134621,41.7462,6.7038,-
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic White,NonHispanic White,Female,Female,34,2978796,666189,30.5802,5.0422,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic White,NonHispanic White,Total,,69,7045270,1477391,72.3264,4.7265,1
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic Black,NonHispanic Black,Male,Male,10,252120,102387,2.5883,0.9984,-
