Status,Risk,BMI,Age,Race,Sex,N,Population,Percent
Diagnosed Diabetes,Not at risk,Overwweight,65-70,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Overwweight,65-70,Other Race Including Multi Racial,,0,,
Diagnosed Diabetes,Not at risk,Overwweight,65-70,,Male,12,201778,63.5381
Diagnosed Diabetes,Not at risk,Overwweight,65-70,,Female,5,115792,36.4619
Diagnosed Diabetes,Not at risk,Overwweight,65-70,,,17,317570,100
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,Male,3,31371,4.3808
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,Female,1,15570,2.1743
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,,4,46941,6.5551
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Male,1,7125,0.9949
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Female,1,12499,1.7454
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,,2,19623,2.7403
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,Male,7,270560,37.7824
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,Female,3,150465,21.0117
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,,10,421024,58.7941
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,Male,1,12734,1.7783
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,Female,3,56529,7.894
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,,4,69263,9.6723
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,Male,6,111511,15.5719
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,Female,2,47738,6.6663
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,,8,159248,22.2382
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Male,0,,
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,,0,,
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,,Male,18,433300,60.5083
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,,Female,10,282800,39.4917
Diagnosed Diabetes,Not at risk,Overwweight,Over 70,,,28,716100,100
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Mexican American,Male,2,70219,21.0106
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Mexican American,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Mexican American,,2,70219,21.0106
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Other Hispanic,Male,1,40314,12.0625
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Other Hispanic,Female,1,13806,4.1311
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Other Hispanic,,2,54120,16.1936
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic White,Male,3,189380,56.6658
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic White,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic White,,3,189380,56.6658
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic Black,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic Black,Female,1,8582,2.5679
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic Black,,1,8582,2.5679
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic Asian,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic Asian,Female,1,11905,3.5621
Diagnosed Diabetes,Not at risk,Healthy,Under 40,NonHispanic Asian,,1,11905,3.5621
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Other Race Including Multi Racial,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,Under 40,Other Race Including Multi Racial,,0,,
Diagnosed Diabetes,Not at risk,Healthy,Under 40,,Male,6,299913,89.7389
Diagnosed Diabetes,Not at risk,Healthy,Under 40,,Female,3,34293,10.2611
Diagnosed Diabetes,Not at risk,Healthy,Under 40,,,9,334206,100
Diagnosed Diabetes,Not at risk,Healthy,45-49,Mexican American,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,Mexican American,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,Mexican American,,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,Other Hispanic,Male,1,44735,100
Diagnosed Diabetes,Not at risk,Healthy,45-49,Other Hispanic,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,Other Hispanic,,1,44735,100
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic White,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic White,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic White,,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic Black,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic Black,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic Black,,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic Asian,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic Asian,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,NonHispanic Asian,,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,Other Race Including Multi Racial,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,Other Race Including Multi Racial,,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,,Male,1,44735,100
Diagnosed Diabetes,Not at risk,Healthy,45-49,,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,45-49,,,1,44735,100
Diagnosed Diabetes,Not at risk,Healthy,50-54,Mexican American,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,Mexican American,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,Mexican American,,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,Other Hispanic,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,Other Hispanic,Female,1,18275,30.6234
Diagnosed Diabetes,Not at risk,Healthy,50-54,Other Hispanic,,1,18275,30.6234
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic White,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic White,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic White,,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic Black,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic Black,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic Black,,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic Asian,Male,1,9706,16.2646
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic Asian,Female,2,31696,53.112
Diagnosed Diabetes,Not at risk,Healthy,50-54,NonHispanic Asian,,3,41402,69.3766
Diagnosed Diabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,,0,,
Diagnosed Diabetes,Not at risk,Healthy,50-54,,Male,1,9706,16.2646
Diagnosed Diabetes,Not at risk,Healthy,50-54,,Female,3,49971,83.7354
Diagnosed Diabetes,Not at risk,Healthy,50-54,,,4,59677,100
Diagnosed Diabetes,Not at risk,Healthy,55-59,Mexican American,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Mexican American,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Mexican American,,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Other Hispanic,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Other Hispanic,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Other Hispanic,,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic White,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic White,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic White,,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic Black,Male,1,20538,100
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic Black,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic Black,,1,20538,100
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic Asian,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic Asian,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,NonHispanic Asian,,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,,Male,1,20538,100
Diagnosed Diabetes,Not at risk,Healthy,55-59,,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,55-59,,,1,20538,100
Diagnosed Diabetes,Not at risk,Healthy,60-64,Mexican American,Male,1,8114,3.7354
Diagnosed Diabetes,Not at risk,Healthy,60-64,Mexican American,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,60-64,Mexican American,,1,8114,3.7354
Diagnosed Diabetes,Not at risk,Healthy,60-64,Other Hispanic,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,60-64,Other Hispanic,Female,1,7122,3.2789
Diagnosed Diabetes,Not at risk,Healthy,60-64,Other Hispanic,,1,7122,3.2789
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic White,Male,2,75284,34.6599
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic White,Female,1,36047,16.5954
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic White,,3,111331,51.2553
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Black,Male,1,11901,5.4791
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Black,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Black,,1,11901,5.4791
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Female,2,45267,20.8406
Diagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Asian,,2,45267,20.8406
Diagnosed Diabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Male,1,33473,15.4107
Diagnosed Diabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,,1,33473,15.4107
Diagnosed Diabetes,Not at risk,Healthy,60-64,,Male,5,128772,59.2851
Diagnosed Diabetes,Not at risk,Healthy,60-64,,Female,4,88436,40.7149
Diagnosed Diabetes,Not at risk,Healthy,60-64,,,9,217208,100
Diagnosed Diabetes,Not at risk,Healthy,65-70,Mexican American,Male,1,8403,34.0654
Diagnosed Diabetes,Not at risk,Healthy,65-70,Mexican American,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,Mexican American,,1,8403,34.0654
Diagnosed Diabetes,Not at risk,Healthy,65-70,Other Hispanic,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,Other Hispanic,Female,2,16265,65.9346
Diagnosed Diabetes,Not at risk,Healthy,65-70,Other Hispanic,,2,16265,65.9346
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic White,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic White,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic White,,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Black,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Black,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Black,,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Asian,,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,,0,,
Diagnosed Diabetes,Not at risk,Healthy,65-70,,Male,1,8403,34.0654
Diagnosed Diabetes,Not at risk,Healthy,65-70,,Female,2,16265,65.9346
Diagnosed Diabetes,Not at risk,Healthy,65-70,,,3,24669,100
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,Male,3,29919,7.5745
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,Female,2,22687,5.7437
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,,5,52606,13.3182
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,Male,0,,
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,Female,1,10745,2.7204
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,,1,10745,2.7204
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,Male,2,108179,27.3878
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,Female,1,70040,17.7321
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,,3,178219,45.1199
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Male,4,54564,13.814
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,,4,54564,13.814
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Male,1,20008,5.0654
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,,1,20008,5.0654
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Male,1,78848,19.962
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Female,0,,
Diagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,,1,78848,19.962
Diagnosed Diabetes,Not at risk,Healthy,Over 70,,Male,11,291518,73.8038
Diagnosed Diabetes,Not at risk,Healthy,Over 70,,Female,4,103472,26.1962
Diagnosed Diabetes,Not at risk,Healthy,Over 70,,,15,394990,100
Diagnosed Prediabetes,At risk,Obese,Under 40,Mexican American,Male,5,129712,3.7276
Diagnosed Prediabetes,At risk,Obese,Under 40,Mexican American,Female,8,183101,5.2619
Diagnosed Prediabetes,At risk,Obese,Under 40,Mexican American,,13,312812,8.9895
Diagnosed Prediabetes,At risk,Obese,Under 40,Other Hispanic,Male,4,167163,4.8039
Diagnosed Prediabetes,At risk,Obese,Under 40,Other Hispanic,Female,9,232332,6.6767
Diagnosed Prediabetes,At risk,Obese,Under 40,Other Hispanic,,13,399495,11.4806
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic White,Male,8,631412,18.1453
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic White,Female,10,745697,21.4296
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic White,,18,1377108,39.575
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Black,Male,13,292144,8.3956
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Black,Female,12,332069,9.5429
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Black,,25,624213,17.9385
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Asian,Male,4,114016,3.2766
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Asian,Female,7,166171,4.7754
Diagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Asian,,11,280187,8.0519
Diagnosed Prediabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,Male,3,113733,3.2684
Diagnosed Prediabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,Female,7,372197,10.6961
Diagnosed Prediabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,,10,485930,13.9645
Diagnosed Prediabetes,At risk,Obese,Under 40,,Male,37,1448180,41.6174
Diagnosed Prediabetes,At risk,Obese,Under 40,,Female,53,2031566,58.3826
Diagnosed Prediabetes,At risk,Obese,Under 40,,,90,3479746,100
Diagnosed Prediabetes,At risk,Obese,40-44,Mexican American,Male,3,117192,6.3552
Diagnosed Prediabetes,At risk,Obese,40-44,Mexican American,Female,4,84055,4.5582
Diagnosed Prediabetes,At risk,Obese,40-44,Mexican American,,7,201246,10.9134
Diagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,Male,2,72522,3.9328
Diagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,Female,3,83125,4.5078
Diagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,,5,155647,8.4406
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,Male,2,176621,9.578
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,Female,8,861662,46.7271
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,,10,1038283,56.3051
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,Male,3,81074,4.3966
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,Female,7,168111,9.1165
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,,10,249186,13.5131
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,Male,2,52426,2.843
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,Female,1,19599,1.0628
Diagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,,3,72024,3.9058
Diagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Male,4,98452,5.339
Diagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Female,1,29192,1.583
Diagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,,5,127644,6.922
Diagnosed Prediabetes,At risk,Obese,40-44,,Male,16,598286,32.4445
Diagnosed Prediabetes,At risk,Obese,40-44,,Female,24,1245744,67.5555
Diagnosed Prediabetes,At risk,Obese,40-44,,,40,1844030,100
Diagnosed Prediabetes,At risk,Obese,45-49,Mexican American,Male,2,83944,5.5461
Diagnosed Prediabetes,At risk,Obese,45-49,Mexican American,Female,3,64795,4.281
Diagnosed Prediabetes,At risk,Obese,45-49,Mexican American,,5,148739,9.8271
Diagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,Male,1,30979,2.0468
Diagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,Female,0,,
Diagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,,1,30979,2.0468
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,Male,8,701189,46.3275
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,Female,6,388728,25.6832
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,,14,1089917,72.0107
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,Male,2,46802,3.0922
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,Female,2,47849,3.1614
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,,4,94650,6.2535
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,Male,4,79593,5.2587
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,Female,2,45432,3.0017
Diagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,,6,125025,8.2604
Diagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Male,0,,
Diagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Female,1,24238,1.6014
Diagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,,1,24238,1.6014
Diagnosed Prediabetes,At risk,Obese,45-49,,Male,17,942507,62.2713
Diagnosed Prediabetes,At risk,Obese,45-49,,Female,14,571042,37.7287
Diagnosed Prediabetes,At risk,Obese,45-49,,,31,1513549,100
Diagnosed Prediabetes,At risk,Obese,50-54,Mexican American,Male,4,101383,4.7473
Diagnosed Prediabetes,At risk,Obese,50-54,Mexican American,Female,6,114565,5.3645
Diagnosed Prediabetes,At risk,Obese,50-54,Mexican American,,10,215947,10.1119
Diagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,Male,5,109035,5.1056
Diagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,Female,4,54150,2.5356
Diagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,,9,163185,7.6412
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,Male,6,747372,34.9961
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,Female,7,765304,35.8358
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,,13,1512676,70.8319
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,Male,4,87499,4.0972
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,Female,4,89010,4.1679
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,,8,176508,8.2651
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,Male,2,31020,1.4525
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,Female,0,,
Diagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,,2,31020,1.4525
Diagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Male,0,,
Diagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Female,1,36250,1.6974
Diagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,,1,36250,1.6974
Diagnosed Prediabetes,At risk,Obese,50-54,,Male,21,1076308,50.3987
Diagnosed Prediabetes,At risk,Obese,50-54,,Female,22,1059278,49.6013
Diagnosed Prediabetes,At risk,Obese,50-54,,,43,2135586,100
Diagnosed Prediabetes,At risk,Obese,55-59,Mexican American,Male,4,87612,3.2237
